antecedent,consequent,antecedent_str,consequent_str,rule_str,support,confidence,lift,leverage,conviction,antecedent_support,consequent_support
"['Fresh Organic Cilantro', 'Mild Chunky Salsa']","['Organic Hass Avocados', 'Organic Tortilla Chips']",Fresh Organic Cilantro + Mild Chunky Salsa,Organic Hass Avocados + Organic Tortilla Chips,Fresh Organic Cilantro + Mild Chunky Salsa ➔ Organic Hass Avocados + Organic Tortilla Chips,0.0779,0.769,4.432,0.0603,3.578,0.1013,0.1735
"['72% Dark Chocolate Bar', 'Extra Virgin Olive Oil']","['Grated Parmesan Cheese', 'Slow-Simmered Marinara']",72% Dark Chocolate Bar + Extra Virgin Olive Oil,Grated Parmesan Cheese + Slow-Simmered Marinara,72% Dark Chocolate Bar + Extra Virgin Olive Oil ➔ Grated Parmesan Cheese + Slow-Simmered Marinara,0.0442,0.6972,4.432,0.0342,2.783,0.0634,0.1573
"['Organic Hass Avocados', 'Organic Tortilla Chips']","['Fresh Organic Cilantro', 'Mild Chunky Salsa']",Organic Hass Avocados + Organic Tortilla Chips,Fresh Organic Cilantro + Mild Chunky Salsa,Organic Hass Avocados + Organic Tortilla Chips ➔ Fresh Organic Cilantro + Mild Chunky Salsa,0.0779,0.449,4.432,0.0603,1.631,0.1735,0.1013
"['Extra Virgin Olive Oil', 'Organic Hass Avocados', 'Roma Tomatoes']",['Organic Baby Spinach'],Extra Virgin Olive Oil + Organic Hass Avocados + Roma Tomatoes,Organic Baby Spinach,Extra Virgin Olive Oil + Organic Hass Avocados + Roma Tomatoes ➔ Organic Baby Spinach,0.117,0.8857,4.428,0.0906,6.999,0.1321,0.2
['Organic Baby Spinach'],"['Extra Virgin Olive Oil', 'Organic Hass Avocados', 'Roma Tomatoes']",Organic Baby Spinach,Extra Virgin Olive Oil + Organic Hass Avocados + Roma Tomatoes,Organic Baby Spinach ➔ Extra Virgin Olive Oil + Organic Hass Avocados + Roma Tomatoes,0.117,0.585,4.428,0.0906,2.091,0.2,0.1321
"['72% Dark Chocolate Bar', 'Extra Virgin Olive Oil', 'Penne Rigate Pasta']",['Grated Parmesan Cheese'],72% Dark Chocolate Bar + Extra Virgin Olive Oil + Penne Rigate Pasta,Grated Parmesan Cheese,72% Dark Chocolate Bar + Extra Virgin Olive Oil + Penne Rigate Pasta ➔ Grated Parmesan Cheese,0.0452,0.8986,4.427,0.035,7.861,0.0503,0.203
"['Organic Hass Avocados', 'Oven Roasted Turkey Breast', 'Roasted Salted Almonds']",['Organic Baby Spinach'],Organic Hass Avocados + Oven Roasted Turkey Breast + Roasted Salted Almonds,Organic Baby Spinach,Organic Hass Avocados + Oven Roasted Turkey Breast + Roasted Salted Almonds ➔ Organic Baby Spinach,0.0425,0.8854,4.427,0.0329,6.982,0.048,0.2
"['Fresh Organic Cilantro', 'Roma Tomatoes']","['Fresh Limes', 'Organic Tortilla Chips']",Fresh Organic Cilantro + Roma Tomatoes,Fresh Limes + Organic Tortilla Chips,Fresh Organic Cilantro + Roma Tomatoes ➔ Fresh Limes + Organic Tortilla Chips,0.083,0.7608,4.423,0.0642,3.461,0.1091,0.172
"['Creamy Peanut Butter', 'Organic Bananas', 'Organic Strawberry Jam']",['Sea Salt Kettle Chips'],Creamy Peanut Butter + Organic Bananas + Organic Strawberry Jam,Sea Salt Kettle Chips,Creamy Peanut Butter + Organic Bananas + Organic Strawberry Jam ➔ Sea Salt Kettle Chips,0.0362,0.5179,4.423,0.028,1.831,0.0699,0.1171
"['Fresh Limes', 'Organic Tortilla Chips']","['Fresh Organic Cilantro', 'Roma Tomatoes']",Fresh Limes + Organic Tortilla Chips,Fresh Organic Cilantro + Roma Tomatoes,Fresh Limes + Organic Tortilla Chips ➔ Fresh Organic Cilantro + Roma Tomatoes,0.083,0.4826,4.423,0.0642,1.722,0.172,0.1091
"['72% Dark Chocolate Bar', 'Artisanal Sourdough Bread', 'Penne Rigate Pasta']",['Grated Parmesan Cheese'],72% Dark Chocolate Bar + Artisanal Sourdough Bread + Penne Rigate Pasta,Grated Parmesan Cheese,72% Dark Chocolate Bar + Artisanal Sourdough Bread + Penne Rigate Pasta ➔ Grated Parmesan Cheese,0.0471,0.8971,4.419,0.0364,7.749,0.0525,0.203
"['Extra Virgin Olive Oil', 'Roasted Salted Almonds', 'Sparkling Mineral Water']",['Organic Baby Spinach'],Extra Virgin Olive Oil + Roasted Salted Almonds + Sparkling Mineral Water,Organic Baby Spinach,Extra Virgin Olive Oil + Roasted Salted Almonds + Sparkling Mineral Water ➔ Organic Baby Spinach,0.0415,0.883,4.415,0.0321,6.836,0.047,0.2
"['72% Dark Chocolate Bar', 'Penne Rigate Pasta', 'Slow-Simmered Marinara']",['Grated Parmesan Cheese'],72% Dark Chocolate Bar + Penne Rigate Pasta + Slow-Simmered Marinara,Grated Parmesan Cheese,72% Dark Chocolate Bar + Penne Rigate Pasta + Slow-Simmered Marinara ➔ Grated Parmesan Cheese,0.074,0.8959,4.413,0.0572,7.655,0.0826,0.203
"['Mild Chunky Salsa', 'Organic Tortilla Chips']","['Fresh Organic Cilantro', 'Roma Tomatoes']",Mild Chunky Salsa + Organic Tortilla Chips,Fresh Organic Cilantro + Roma Tomatoes,Mild Chunky Salsa + Organic Tortilla Chips ➔ Fresh Organic Cilantro + Roma Tomatoes,0.0479,0.4814,4.413,0.037,1.718,0.0995,0.1091
"['Fresh Organic Cilantro', 'Roma Tomatoes']","['Mild Chunky Salsa', 'Organic Tortilla Chips']",Fresh Organic Cilantro + Roma Tomatoes,Mild Chunky Salsa + Organic Tortilla Chips,Fresh Organic Cilantro + Roma Tomatoes ➔ Mild Chunky Salsa + Organic Tortilla Chips,0.0479,0.439,4.413,0.037,1.605,0.1091,0.0995
['Grated Parmesan Cheese'],"['72% Dark Chocolate Bar', 'Penne Rigate Pasta', 'Slow-Simmered Marinara']",Grated Parmesan Cheese,72% Dark Chocolate Bar + Penne Rigate Pasta + Slow-Simmered Marinara,Grated Parmesan Cheese ➔ 72% Dark Chocolate Bar + Penne Rigate Pasta + Slow-Simmered Marinara,0.074,0.3645,4.413,0.0572,1.444,0.203,0.0826
"['Extra Virgin Olive Oil', 'Penne Rigate Pasta', 'Slow-Simmered Marinara']",['Grated Parmesan Cheese'],Extra Virgin Olive Oil + Penne Rigate Pasta + Slow-Simmered Marinara,Grated Parmesan Cheese,Extra Virgin Olive Oil + Penne Rigate Pasta + Slow-Simmered Marinara ➔ Grated Parmesan Cheese,0.0735,0.8952,4.41,0.0568,7.609,0.0821,0.203
"['Fresh Limes', 'Sparkling Mineral Water']","['Fresh Organic Cilantro', 'Organic Tortilla Chips']",Fresh Limes + Sparkling Mineral Water,Fresh Organic Cilantro + Organic Tortilla Chips,Fresh Limes + Sparkling Mineral Water ➔ Fresh Organic Cilantro + Organic Tortilla Chips,0.0805,0.7616,4.41,0.0622,3.47,0.1057,0.1727
"['Fresh Organic Cilantro', 'Organic Tortilla Chips']","['Fresh Limes', 'Sparkling Mineral Water']",Fresh Organic Cilantro + Organic Tortilla Chips,Fresh Limes + Sparkling Mineral Water,Fresh Organic Cilantro + Organic Tortilla Chips ➔ Fresh Limes + Sparkling Mineral Water,0.0805,0.4661,4.41,0.0622,1.675,0.1727,0.1057
['Grated Parmesan Cheese'],"['Extra Virgin Olive Oil', 'Penne Rigate Pasta', 'Slow-Simmered Marinara']",Grated Parmesan Cheese,Extra Virgin Olive Oil + Penne Rigate Pasta + Slow-Simmered Marinara,Grated Parmesan Cheese ➔ Extra Virgin Olive Oil + Penne Rigate Pasta + Slow-Simmered Marinara,0.0735,0.3621,4.41,0.0568,1.439,0.203,0.0821
"['Artisanal Sourdough Bread', 'Creamy Peanut Butter', 'Organic Bananas']",['Sea Salt Kettle Chips'],Artisanal Sourdough Bread + Creamy Peanut Butter + Organic Bananas,Sea Salt Kettle Chips,Artisanal Sourdough Bread + Creamy Peanut Butter + Organic Bananas ➔ Sea Salt Kettle Chips,0.036,0.5158,4.404,0.0278,1.823,0.0698,0.1171
"['Fresh Organic Cilantro', 'Organic Tortilla Chips']","['Fresh Limes', 'Organic Hass Avocados']",Fresh Organic Cilantro + Organic Tortilla Chips,Fresh Limes + Organic Hass Avocados,Fresh Organic Cilantro + Organic Tortilla Chips ➔ Fresh Limes + Organic Hass Avocados,0.1342,0.7771,4.403,0.1037,3.694,0.1727,0.1765
"['Fresh Limes', 'Organic Hass Avocados']","['Fresh Organic Cilantro', 'Organic Tortilla Chips']",Fresh Limes + Organic Hass Avocados,Fresh Organic Cilantro + Organic Tortilla Chips,Fresh Limes + Organic Hass Avocados ➔ Fresh Organic Cilantro + Organic Tortilla Chips,0.1342,0.7603,4.403,0.1037,3.452,0.1765,0.1727
"['Extra Virgin Olive Oil', 'Organic Hass Avocados', 'Roasted Salted Almonds']",['Oven Roasted Turkey Breast'],Extra Virgin Olive Oil + Organic Hass Avocados + Roasted Salted Almonds,Oven Roasted Turkey Breast,Extra Virgin Olive Oil + Organic Hass Avocados + Roasted Salted Almonds ➔ Oven Roasted Turkey Breast,0.0427,0.5344,4.402,0.033,1.887,0.0799,0.1214
['Oven Roasted Turkey Breast'],"['Extra Virgin Olive Oil', 'Organic Hass Avocados', 'Roasted Salted Almonds']",Oven Roasted Turkey Breast,Extra Virgin Olive Oil + Organic Hass Avocados + Roasted Salted Almonds,Oven Roasted Turkey Breast ➔ Extra Virgin Olive Oil + Organic Hass Avocados + Roasted Salted Almonds,0.0427,0.3517,4.402,0.033,1.419,0.1214,0.0799
"['Extra Virgin Olive Oil', 'Slow-Simmered Marinara']","['Artisanal Sourdough Bread', 'Grated Parmesan Cheese']",Extra Virgin Olive Oil + Slow-Simmered Marinara,Artisanal Sourdough Bread + Grated Parmesan Cheese,Extra Virgin Olive Oil + Slow-Simmered Marinara ➔ Artisanal Sourdough Bread + Grated Parmesan Cheese,0.0455,0.4587,4.398,0.0352,1.655,0.0992,0.1043
"['Artisanal Sourdough Bread', 'Grated Parmesan Cheese']","['Extra Virgin Olive Oil', 'Slow-Simmered Marinara']",Artisanal Sourdough Bread + Grated Parmesan Cheese,Extra Virgin Olive Oil + Slow-Simmered Marinara,Artisanal Sourdough Bread + Grated Parmesan Cheese ➔ Extra Virgin Olive Oil + Slow-Simmered Marinara,0.0455,0.4362,4.398,0.0352,1.598,0.1043,0.0992
"['Extra Virgin Olive Oil', 'Organic Hass Avocados', 'Oven Roasted Turkey Breast']",['Roasted Salted Almonds'],Extra Virgin Olive Oil + Organic Hass Avocados + Oven Roasted Turkey Breast,Roasted Salted Almonds,Extra Virgin Olive Oil + Organic Hass Avocados + Oven Roasted Turkey Breast ➔ Roasted Salted Almonds,0.0427,0.5481,4.392,0.033,1.937,0.0779,0.1248
"['Organic Hass Avocados', 'Oven Roasted Turkey Breast', 'Roma Tomatoes']",['Organic Baby Spinach'],Organic Hass Avocados + Oven Roasted Turkey Breast + Roma Tomatoes,Organic Baby Spinach,Organic Hass Avocados + Oven Roasted Turkey Breast + Roma Tomatoes ➔ Organic Baby Spinach,0.07,0.8783,4.391,0.0541,6.573,0.0797,0.2
"['Organic Bananas', 'Organic Whole Milk']","['Artisanal Sourdough Bread', 'Creamy Peanut Butter']",Organic Bananas + Organic Whole Milk,Artisanal Sourdough Bread + Creamy Peanut Butter,Organic Bananas + Organic Whole Milk ➔ Artisanal Sourdough Bread + Creamy Peanut Butter,0.0397,0.5779,4.391,0.0307,2.057,0.0687,0.1316
"['Extra Virgin Olive Oil', 'Organic Baby Spinach', 'Sparkling Mineral Water']",['Oven Roasted Turkey Breast'],Extra Virgin Olive Oil + Organic Baby Spinach + Sparkling Mineral Water,Oven Roasted Turkey Breast,Extra Virgin Olive Oil + Organic Baby Spinach + Sparkling Mineral Water ➔ Oven Roasted Turkey Breast,0.0427,0.5331,4.391,0.033,1.882,0.0801,0.1214
['Oven Roasted Turkey Breast'],"['Extra Virgin Olive Oil', 'Organic Baby Spinach', 'Sparkling Mineral Water']",Oven Roasted Turkey Breast,Extra Virgin Olive Oil + Organic Baby Spinach + Sparkling Mineral Water,Oven Roasted Turkey Breast ➔ Extra Virgin Olive Oil + Organic Baby Spinach + Sparkling Mineral Water,0.0427,0.3517,4.391,0.033,1.419,0.1214,0.0801
['Organic Baby Spinach'],"['Organic Hass Avocados', 'Oven Roasted Turkey Breast', 'Roma Tomatoes']",Organic Baby Spinach,Organic Hass Avocados + Oven Roasted Turkey Breast + Roma Tomatoes,Organic Baby Spinach ➔ Organic Hass Avocados + Oven Roasted Turkey Breast + Roma Tomatoes,0.07,0.35,4.391,0.0541,1.416,0.2,0.0797
['Oven Roasted Turkey Breast'],"['Extra Virgin Olive Oil', 'Organic Baby Spinach', 'Roma Tomatoes']",Oven Roasted Turkey Breast,Extra Virgin Olive Oil + Organic Baby Spinach + Roma Tomatoes,Oven Roasted Turkey Breast ➔ Extra Virgin Olive Oil + Organic Baby Spinach + Roma Tomatoes,0.0695,0.5725,4.39,0.0537,2.034,0.1214,0.1304
"['Extra Virgin Olive Oil', 'Organic Baby Spinach', 'Roma Tomatoes']",['Oven Roasted Turkey Breast'],Extra Virgin Olive Oil + Organic Baby Spinach + Roma Tomatoes,Oven Roasted Turkey Breast,Extra Virgin Olive Oil + Organic Baby Spinach + Roma Tomatoes ➔ Oven Roasted Turkey Breast,0.0695,0.533,4.39,0.0537,1.881,0.1304,0.1214
"['Fresh Organic Cilantro', 'Mild Chunky Salsa']","['Fresh Limes', 'Sparkling Mineral Water']",Fresh Organic Cilantro + Mild Chunky Salsa,Fresh Limes + Sparkling Mineral Water,Fresh Organic Cilantro + Mild Chunky Salsa ➔ Fresh Limes + Sparkling Mineral Water,0.047,0.464,4.389,0.0363,1.668,0.1013,0.1057
"['Fresh Limes', 'Sparkling Mineral Water']","['Fresh Organic Cilantro', 'Mild Chunky Salsa']",Fresh Limes + Sparkling Mineral Water,Fresh Organic Cilantro + Mild Chunky Salsa,Fresh Limes + Sparkling Mineral Water ➔ Fresh Organic Cilantro + Mild Chunky Salsa,0.047,0.4447,4.389,0.0363,1.618,0.1057,0.1013
"['Fresh Organic Cilantro', 'Sparkling Mineral Water']","['Fresh Limes', 'Roma Tomatoes']",Fresh Organic Cilantro + Sparkling Mineral Water,Fresh Limes + Roma Tomatoes,Fresh Organic Cilantro + Sparkling Mineral Water ➔ Fresh Limes + Roma Tomatoes,0.0502,0.4822,4.388,0.0388,1.719,0.1041,0.1099
"['Fresh Limes', 'Roma Tomatoes']","['Fresh Organic Cilantro', 'Sparkling Mineral Water']",Fresh Limes + Roma Tomatoes,Fresh Organic Cilantro + Sparkling Mineral Water,Fresh Limes + Roma Tomatoes ➔ Fresh Organic Cilantro + Sparkling Mineral Water,0.0502,0.4568,4.388,0.0388,1.649,0.1099,0.1041
"['Artisanal Sourdough Bread', 'Organic Bananas']",['Creamy Peanut Butter'],Artisanal Sourdough Bread + Organic Bananas,Creamy Peanut Butter,Artisanal Sourdough Bread + Organic Bananas ➔ Creamy Peanut Butter,0.0698,0.7294,4.386,0.0539,3.081,0.0957,0.1663
['Creamy Peanut Butter'],"['Artisanal Sourdough Bread', 'Organic Bananas']",Creamy Peanut Butter,Artisanal Sourdough Bread + Organic Bananas,Creamy Peanut Butter ➔ Artisanal Sourdough Bread + Organic Bananas,0.0698,0.4197,4.386,0.0539,1.558,0.1663,0.0957
"['Artisanal Sourdough Bread', 'Penne Rigate Pasta', 'Slow-Simmered Marinara']",['Grated Parmesan Cheese'],Artisanal Sourdough Bread + Penne Rigate Pasta + Slow-Simmered Marinara,Grated Parmesan Cheese,Artisanal Sourdough Bread + Penne Rigate Pasta + Slow-Simmered Marinara ➔ Grated Parmesan Cheese,0.0736,0.89,4.384,0.0568,7.243,0.0827,0.203
['Grated Parmesan Cheese'],"['Artisanal Sourdough Bread', 'Penne Rigate Pasta', 'Slow-Simmered Marinara']",Grated Parmesan Cheese,Artisanal Sourdough Bread + Penne Rigate Pasta + Slow-Simmered Marinara,Grated Parmesan Cheese ➔ Artisanal Sourdough Bread + Penne Rigate Pasta + Slow-Simmered Marinara,0.0736,0.3626,4.384,0.0568,1.439,0.203,0.0827
"['Extra Virgin Olive Oil', 'Oven Roasted Turkey Breast']",['Organic Baby Spinach'],Extra Virgin Olive Oil + Oven Roasted Turkey Breast,Organic Baby Spinach,Extra Virgin Olive Oil + Oven Roasted Turkey Breast ➔ Organic Baby Spinach,0.0789,0.8767,4.383,0.0609,6.486,0.09,0.2
['Organic Baby Spinach'],"['Extra Virgin Olive Oil', 'Oven Roasted Turkey Breast']",Organic Baby Spinach,Extra Virgin Olive Oil + Oven Roasted Turkey Breast,Organic Baby Spinach ➔ Extra Virgin Olive Oil + Oven Roasted Turkey Breast,0.0789,0.3945,4.383,0.0609,1.503,0.2,0.09
"['Organic Baby Spinach', 'Roasted Salted Almonds', 'Roma Tomatoes']",['Oven Roasted Turkey Breast'],Organic Baby Spinach + Roasted Salted Almonds + Roma Tomatoes,Oven Roasted Turkey Breast,Organic Baby Spinach + Roasted Salted Almonds + Roma Tomatoes ➔ Oven Roasted Turkey Breast,0.0418,0.5318,4.381,0.0323,1.877,0.0786,0.1214
"['Mild Chunky Salsa', 'Organic Hass Avocados']","['Fresh Limes', 'Fresh Organic Cilantro']",Mild Chunky Salsa + Organic Hass Avocados,Fresh Limes + Fresh Organic Cilantro,Mild Chunky Salsa + Organic Hass Avocados ➔ Fresh Limes + Fresh Organic Cilantro,0.0801,0.7614,4.378,0.0618,3.462,0.1052,0.1739
"['Fresh Limes', 'Fresh Organic Cilantro']","['Mild Chunky Salsa', 'Organic Hass Avocados']",Fresh Limes + Fresh Organic Cilantro,Mild Chunky Salsa + Organic Hass Avocados,Fresh Limes + Fresh Organic Cilantro ➔ Mild Chunky Salsa + Organic Hass Avocados,0.0801,0.4606,4.378,0.0618,1.659,0.1739,0.1052
"['Extra Virgin Olive Oil', 'Roma Tomatoes', 'Sparkling Mineral Water']",['Organic Baby Spinach'],Extra Virgin Olive Oil + Roma Tomatoes + Sparkling Mineral Water,Organic Baby Spinach,Extra Virgin Olive Oil + Roma Tomatoes + Sparkling Mineral Water ➔ Organic Baby Spinach,0.07,0.875,4.375,0.054,6.4,0.08,0.2
['Organic Baby Spinach'],"['Extra Virgin Olive Oil', 'Roma Tomatoes', 'Sparkling Mineral Water']",Organic Baby Spinach,Extra Virgin Olive Oil + Roma Tomatoes + Sparkling Mineral Water,Organic Baby Spinach ➔ Extra Virgin Olive Oil + Roma Tomatoes + Sparkling Mineral Water,0.07,0.35,4.375,0.054,1.415,0.2,0.08
"['Penne Rigate Pasta', 'Slow-Simmered Marinara']",['Grated Parmesan Cheese'],Penne Rigate Pasta + Slow-Simmered Marinara,Grated Parmesan Cheese,Penne Rigate Pasta + Slow-Simmered Marinara ➔ Grated Parmesan Cheese,0.1375,0.8877,4.373,0.1061,7.095,0.1549,0.203
"['Fresh Limes', 'Roma Tomatoes']","['Fresh Organic Cilantro', 'Organic Tortilla Chips']",Fresh Limes + Roma Tomatoes,Fresh Organic Cilantro + Organic Tortilla Chips,Fresh Limes + Roma Tomatoes ➔ Fresh Organic Cilantro + Organic Tortilla Chips,0.083,0.7552,4.373,0.064,3.38,0.1099,0.1727
['Grated Parmesan Cheese'],"['Penne Rigate Pasta', 'Slow-Simmered Marinara']",Grated Parmesan Cheese,Penne Rigate Pasta + Slow-Simmered Marinara,Grated Parmesan Cheese ➔ Penne Rigate Pasta + Slow-Simmered Marinara,0.1375,0.6773,4.373,0.1061,2.619,0.203,0.1549
"['Extra Virgin Olive Oil', 'Oven Roasted Turkey Breast', 'Roma Tomatoes']",['Roasted Salted Almonds'],Extra Virgin Olive Oil + Oven Roasted Turkey Breast + Roma Tomatoes,Roasted Salted Almonds,Extra Virgin Olive Oil + Oven Roasted Turkey Breast + Roma Tomatoes ➔ Roasted Salted Almonds,0.0418,0.5457,4.373,0.0322,1.926,0.0766,0.1248
"['Fresh Organic Cilantro', 'Organic Tortilla Chips']","['Fresh Limes', 'Roma Tomatoes']",Fresh Organic Cilantro + Organic Tortilla Chips,Fresh Limes + Roma Tomatoes,Fresh Organic Cilantro + Organic Tortilla Chips ➔ Fresh Limes + Roma Tomatoes,0.083,0.4806,4.373,0.064,1.714,0.1727,0.1099
"['Organic Tortilla Chips', 'Sparkling Mineral Water']","['Fresh Limes', 'Fresh Organic Cilantro']",Organic Tortilla Chips + Sparkling Mineral Water,Fresh Limes + Fresh Organic Cilantro,Organic Tortilla Chips + Sparkling Mineral Water ➔ Fresh Limes + Fresh Organic Cilantro,0.0805,0.7602,4.371,0.0621,3.444,0.1059,0.1739
"['Fresh Limes', 'Fresh Organic Cilantro']","['Organic Tortilla Chips', 'Sparkling Mineral Water']",Fresh Limes + Fresh Organic Cilantro,Organic Tortilla Chips + Sparkling Mineral Water,Fresh Limes + Fresh Organic Cilantro ➔ Organic Tortilla Chips + Sparkling Mineral Water,0.0805,0.4629,4.371,0.0621,1.665,0.1739,0.1059
"['Extra Virgin Olive Oil', 'Penne Rigate Pasta']","['Artisanal Sourdough Bread', 'Grated Parmesan Cheese']",Extra Virgin Olive Oil + Penne Rigate Pasta,Artisanal Sourdough Bread + Grated Parmesan Cheese,Extra Virgin Olive Oil + Penne Rigate Pasta ➔ Artisanal Sourdough Bread + Grated Parmesan Cheese,0.046,0.4559,4.371,0.0355,1.646,0.1009,0.1043
"['Artisanal Sourdough Bread', 'Grated Parmesan Cheese']","['Extra Virgin Olive Oil', 'Penne Rigate Pasta']",Artisanal Sourdough Bread + Grated Parmesan Cheese,Extra Virgin Olive Oil + Penne Rigate Pasta,Artisanal Sourdough Bread + Grated Parmesan Cheese ➔ Extra Virgin Olive Oil + Penne Rigate Pasta,0.046,0.441,4.371,0.0355,1.609,0.1043,0.1009
"['72% Dark Chocolate Bar', 'Penne Rigate Pasta']",['Grated Parmesan Cheese'],72% Dark Chocolate Bar + Penne Rigate Pasta,Grated Parmesan Cheese,72% Dark Chocolate Bar + Penne Rigate Pasta ➔ Grated Parmesan Cheese,0.0856,0.887,4.37,0.066,7.056,0.0965,0.203
['Grated Parmesan Cheese'],"['72% Dark Chocolate Bar', 'Penne Rigate Pasta']",Grated Parmesan Cheese,72% Dark Chocolate Bar + Penne Rigate Pasta,Grated Parmesan Cheese ➔ 72% Dark Chocolate Bar + Penne Rigate Pasta,0.0856,0.4217,4.37,0.066,1.562,0.203,0.0965
"['72% Dark Chocolate Bar', 'Artisanal Sourdough Bread', 'Slow-Simmered Marinara']",['Grated Parmesan Cheese'],72% Dark Chocolate Bar + Artisanal Sourdough Bread + Slow-Simmered Marinara,Grated Parmesan Cheese,72% Dark Chocolate Bar + Artisanal Sourdough Bread + Slow-Simmered Marinara ➔ Grated Parmesan Cheese,0.0463,0.887,4.369,0.0357,7.051,0.0522,0.203
"['Artisanal Sourdough Bread', 'Extra Virgin Olive Oil', 'Slow-Simmered Marinara']",['Grated Parmesan Cheese'],Artisanal Sourdough Bread + Extra Virgin Olive Oil + Slow-Simmered Marinara,Grated Parmesan Cheese,Artisanal Sourdough Bread + Extra Virgin Olive Oil + Slow-Simmered Marinara ➔ Grated Parmesan Cheese,0.0455,0.8869,4.369,0.0351,7.049,0.0513,0.203
"['72% Dark Chocolate Bar', 'Extra Virgin Olive Oil']","['Penne Rigate Pasta', 'Slow-Simmered Marinara']",72% Dark Chocolate Bar + Extra Virgin Olive Oil,Penne Rigate Pasta + Slow-Simmered Marinara,72% Dark Chocolate Bar + Extra Virgin Olive Oil ➔ Penne Rigate Pasta + Slow-Simmered Marinara,0.0429,0.6767,4.368,0.0331,2.614,0.0634,0.1549
"['Fresh Organic Cilantro', 'Sparkling Mineral Water']","['Organic Tortilla Chips', 'Roma Tomatoes']",Fresh Organic Cilantro + Sparkling Mineral Water,Organic Tortilla Chips + Roma Tomatoes,Fresh Organic Cilantro + Sparkling Mineral Water ➔ Organic Tortilla Chips + Roma Tomatoes,0.0501,0.4813,4.367,0.0386,1.715,0.1041,0.1102
"['Organic Tortilla Chips', 'Roma Tomatoes']","['Fresh Organic Cilantro', 'Sparkling Mineral Water']",Organic Tortilla Chips + Roma Tomatoes,Fresh Organic Cilantro + Sparkling Mineral Water,Organic Tortilla Chips + Roma Tomatoes ➔ Fresh Organic Cilantro + Sparkling Mineral Water,0.0501,0.4546,4.367,0.0386,1.643,0.1102,0.1041
